temp,location,clouds,pressure,rain,time_stamp,humidity,wind,is_Raining,ts_hour
38.46,Northeastern University,0.96,1017.24,0.0,2018-11-30 22:52:54,0.66,3.31,False,2018-11-30 22:00:00
41.59,West End,0.45,1023.68,0.0,2018-12-16 01:45:01,0.72,6.23,False,2018-12-16 01:00:00
32.21,North End,0.58,1034.09,0.0,2018-12-13 20:45:01,0.62,1.45,False,2018-12-13 20:00:00
33.6,Boston University,0.14,991.19,0.0,2018-11-28 10:02:08,0.82,5.47,False,2018-11-28 10:00:00
30.73,North Station,0.03,1017.23,0.0,2018-11-30 12:52:54,0.81,3.03,False,2018-11-30 12:00:00
37.95,Haymarket Square,0.53,1023.52,0.0,2018-12-01 22:52:54,0.71,2.31,False,2018-12-01 22:00:00
40.93,West End,1.0,991.82,0.0,2018-11-28 19:02:08,0.64,9.49,False,2018-11-28 19:00:00
35.16,Financial District,0.99,1003.67,0.0,2018-12-17 12:45:01,0.89,8.52,False,2018-12-17 12:00:00
46.05,Haymarket Square,0.91,1021.44,0.0,2018-12-15 09:45:01,0.9,5.9,False,2018-12-15 09:00:00
46.81,West End,0.06,1002.16,0.0,2018-12-03 23:52:54,0.56,8.64,False,2018-12-03 23:00:00
37.68,Theatre District,0.46,999.0,0.0,2018-11-29 04:57:39,0.7,9.73,False,2018-11-29 04:00:00
44.94,West End,0.99,990.88,0.0073,2018-11-27 10:45:20,0.97,6.32,True,2018-11-27 10:00:00
23.07,West End,0.05,1027.52,0.0,2018-12-13 04:24:57,0.47,4.19,False,2018-12-13 04:00:00
43.21,Beacon Hill,0.72,991.09,0.0,2018-11-27 20:15:20,0.71,8.73,False,2018-11-27 20:00:00
35.63,West End,0.2,1024.21,0.0,2018-12-02 00:52:54,0.78,1.85,False,2018-12-02 00:00:00
33.58,Financial District,0.13,991.17,0.0,2018-11-28 10:02:11,0.82,5.61,False,2018-11-28 10:00:00
42.12,South Station,1.0,1014.57,0.0,2018-11-26 08:34:05,0.89,1.25,False,2018-11-26 08:00:00
54.82,North End,0.62,999.86,0.0,2018-12-03 15:52:54,0.79,7.45,False,2018-12-03 15:00:00
50.83,West End,0.76,999.99,0.0,2018-12-03 13:52:54,0.89,6.17,False,2018-12-03 13:00:00
36.14,Theatre District,0.87,1018.49,0.0,2018-12-01 02:11:03,0.7,4.22,False,2018-12-01 02:00:00
41.17,North End,0.92,993.43,0.0,2018-11-28 21:02:08,0.63,8.5,False,2018-11-28 21:00:00
37.7,Boston University,0.41,998.68,0.0,2018-11-29 03:32:09,0.71,11.0,False,2018-11-29 03:00:00
33.77,Financial District,0.12,991.21,0.0,2018-11-28 09:48:15,0.82,5.41,False,2018-11-28 09:00:00
39.14,Financial District,0.45,991.94,0.0,2018-11-28 14:32:08,0.66,11.12,False,2018-11-28 14:00:00
47.97,Fenway,0.18,1001.46,0.0,2018-12-03 22:52:54,0.55,10.45,False,2018-12-03 22:00:00
38.94,Boston University,0.04,992.12,0.0,2018-11-28 00:45:20,0.72,7.41,False,2018-11-28 00:00:00
44.52,West End,0.97,1007.96,0.017,2018-11-26 22:42:24,0.88,9.61,True,2018-11-26 22:00:00
40.57,South Station,0.93,1013.76,0.0,2018-11-26 05:13:59,0.92,3.16,False,2018-11-26 05:00:00
38.33,West End,1.0,1020.7,0.0,2018-12-02 06:52:54,0.83,2.75,False,2018-12-02 06:00:00
45.49,Northeastern University,0.92,1001.11,0.0,2018-12-03 08:52:54,0.94,2.65,False,2018-12-03 08:00:00
46.86,Haymarket Square,0.86,1001.89,0.0,2018-12-03 04:52:54,0.94,2.69,False,2018-12-03 04:00:00
38.85,North Station,0.22,1010.76,0.0,2018-11-29 23:52:54,0.62,8.2,False,2018-11-29 23:00:00
34.61,West End,0.77,991.16,0.0,2018-11-28 12:06:23,0.76,6.65,False,2018-11-28 12:00:00
46.63,Financial District,0.97,1022.14,0.0,2018-12-15 13:45:02,0.88,3.79,False,2018-12-15 13:00:00
36.87,Haymarket Square,0.55,1001.57,0.0,2018-12-18 01:45:01,0.71,8.93,False,2018-12-18 01:00:00
44.02,West End,1.0,993.18,0.0223,2018-11-27 09:15:20,0.95,9.24,True,2018-11-27 09:00:00
29.71,Northeastern University,0.68,1034.98,0.0,2018-12-14 03:45:01,0.71,1.93,False,2018-12-14 03:00:00
45.19,Beacon Hill,1.0,1022.35,0.0,2018-12-15 06:45:02,0.91,6.19,False,2018-12-15 06:00:00
43.84,Back Bay,0.99,1002.56,0.147,2018-11-27 02:45:20,0.89,11.3,True,2018-11-27 02:00:00
33.08,Fenway,0.19,1033.81,0.0,2018-12-14 14:45:01,0.78,3.18,False,2018-12-14 14:00:00
34.86,Fenway,0.55,991.77,0.0,2018-11-28 08:07:39,0.79,5.7,False,2018-11-28 08:00:00
37.89,North Station,0.98,1000.16,0.0,2018-11-29 06:48:52,0.69,9.99,False,2018-11-29 06:00:00
